Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2025-02-26 16:35:14.374 +0530,"Failure",0:00:00,1,0,1,"20250226_163514.374/LogFile.txt","","No Remote Connection -- typetext Error - Remote Connection Unavailable",0
